DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Weapon Desc,Status Desc,LOCATION,HOUR
220512637,2022-08-17,2022-08-17,1030,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,22.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,600 S  GAFFEY                       ST,10
220718190,2022-12-24,2022-12-24,1635,Wilshire,SHOPLIFTING - PETTY THEFT ($950 & UNDER),21.0,X,X,Unknown,Juv Other,100    THE GROVE                    DR,16
230406483,2023-03-17,2023-02-18,952,Hollenbeck,THEFT OF IDENTITY,60.0,F,H,Unknown,Invest Cont,200 N  AVENUE 25,9
221513182,2022-08-06,2022-08-06,1030,N Hollywood,EXTORTION,37.0,M,B,VERBAL THREAT,Invest Cont,11900    MAGNOLIA                     BL,10
230804935,2023-01-23,2023-01-23,1800,West LA,BATTERY - SIMPLE ASSAULT,66.0,F,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1700 S  ROBERTSON                    BL,18
230114537,2023-06-20,2023-05-26,1320,Central,BURGLARY FROM VEHICLE,21.0,M,W,Unknown,Invest Cont,W  3RD                          ST,13
231005850,2023-02-12,2023-02-09,1700,West Valley,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),61.0,F,K,Unknown,Invest Cont,15800    STRATHERN                    ST,17
232105609,2023-02-13,2023-02-10,1030,Topanga,THEFT OF IDENTITY,71.0,M,O,Unknown,Invest Cont,4800    WINNETKA                     AV,10
221117462,2022-12-14,2022-12-14,1945,Northeast,ROBBERY,33.0,F,W,HAND GUN,Juv Other,N  AVENUE 56,19
222113814,2022-09-02,2022-08-30,1630,Topanga,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),27.0,F,H,Unknown,Invest Cont,TOPANGA CANYON               BL,16
231907190,2023-03-21,2023-03-20,632,Mission,THEFT OF IDENTITY,64.0,M,W,Unknown,Invest Cont,13400    WHEELER                      AV,6
222017595,2022-11-25,2022-01-25,1800,Olympic,INTIMATE PARTNER - SIMPLE ASSAULT,23.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,2700 W  8TH                          ST,18
231711865,2023-06-22,2023-06-17,830,Devonshire,THEFT OF IDENTITY,24.0,M,H,Unknown,Adult Arrest,9500    LAUREL CANYON                RD,8
231310090,2023-05-02,2022-10-01,1,Newton,CRIMINAL THREATS - NO WEAPON DISPLAYED,22.0,F,O,VERBAL THREAT,Invest Cont,300 W  ADAMS                        BL,0
220121447,2022-09-28,2022-09-28,1000,Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,36.0,F,B,VERBAL THREAT,Adult Other,1100 S  FLOWER                       ST,10
220121635,2022-09-30,2022-09-28,1210,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),24.0,M,H,Unknown,Invest Cont,600 S  BROADWAY,12
232008293,2023-04-15,2023-04-12,2130,Olympic,CRIMINAL THREATS - NO WEAPON DISPLAYED,64.0,M,H,VERBAL THREAT,Invest Cont,500 N  OXFORD                       AV,21
230109280,2023-03-23,2023-03-21,1640,Central,THEFT PLAIN - PETTY ($950 & UNDER),25.0,F,W,Unknown,Invest Cont,200 N  MAIN                         ST,16
221915866,2022-10-16,2022-10-15,2330,Mission,BURGLARY FROM VEHICLE,31.0,M,H,Unknown,Invest Cont,13500    FOOTHILL                     BL,23
231900800,2023-06-24,2023-06-24,430,Mission,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",47.0,M,H,CAUSTIC CHEMICAL/POISON,Adult Arrest,8900    ORION                        AV,4
220411890,2022-08-11,2022-08-11,315,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",34.0,M,H,HAND GUN,Invest Cont,2600 N  MAIN                         ST,3
231908097,2023-04-16,2023-04-15,1000,Mission,OTHER ASSAULT,36.0,M,W,VERBAL THREAT,Invest Cont,STRATHERN                    ST,10
221911859,2022-07-12,2022-07-06,2030,Mission,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",50.0,M,W,Unknown,Invest Cont,9300    COLUMBUS                     AV,20
220716747,2022-11-18,2022-11-18,1100,Wilshire,BURGLARY,46.0,F,H,Unknown,Invest Cont,1000    LE CLAIRE                    PL,11
221608997,2022-06-01,2022-05-31,702,Foothill,BURGLARY FROM VEHICLE,30.0,F,B,Unknown,Invest Cont,7700    AGNES                        AV,7
222111426,2022-07-07,2022-07-01,1420,Topanga,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),72.0,F,W,Unknown,Invest Cont,9000    TOPANGA CANYON               BL,14
230313046,2023-07-03,2023-06-30,1745,Southwest,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",32.0,F,H,Unknown,Invest Cont,2900    4TH                          AV,17
221914521,2022-09-06,2022-09-04,2000,Mission,BURGLARY FROM VEHICLE,33.0,F,H,Unknown,Invest Cont,14800    ORO GRANDE                   ST,20
230305970,2023-02-06,2023-02-06,1845,Southwest,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",22.0,M,O,Unknown,Invest Cont,3400    WATT                         WY,18
230108488,2023-03-11,2023-03-09,2300,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",43.0,M,J,Unknown,Invest Cont,800 S  HILL                         ST,23
222118344,2022-12-30,2022-12-29,2200,Topanga,BATTERY - SIMPLE ASSAULT,39.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,21200    SHERMAN                      WY,22
220221046,2022-12-02,2022-12-02,820,Rampart,THEFT OF IDENTITY,21.0,F,B,Unknown,Invest Cont,100 N  OCCIDENTAL                   BL,8
221401268,2022-10-29,2022-10-29,205,Pacific,ROBBERY,25.0,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,S  SEPULVEDA                    BL,2
231809095,2023-04-17,2023-04-17,1,Southeast,BATTERY - SIMPLE ASSAULT,68.0,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1200 E  108TH                        ST,0
231105888,2023-02-19,2023-02-15,410,Northeast,THEFT PLAIN - PETTY ($950 & UNDER),40.0,M,W,Unknown,Invest Cont,2200    LYRIC                        AV,4
220217566,2022-09-27,2022-09-27,1630,Rampart,BATTERY - SIMPLE ASSAULT,22.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,WITMER,16
221117439,2022-12-14,2022-11-24,700,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),31.0,M,A,Unknown,Invest Cont,3800    EVANS                        ST,7
230306070,2023-02-09,2023-02-09,758,Southwest,BURGLARY FROM VEHICLE,31.0,F,H,Unknown,Invest Cont,5100    6TH                          AV,7
232008930,2023-04-28,2023-04-27,1640,Olympic,BURGLARY FROM VEHICLE,31.0,F,H,Unknown,Invest Cont,800    FEDORA                       ST,16
220615208,2022-08-26,2022-08-26,1,Hollywood,BATTERY - SIMPLE ASSAULT,38.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1500    WILCOX                       AV,0
220711422,2022-07-09,2022-07-09,305,Wilshire,TRESPASSING,42.0,M,O,Unknown,Invest Cont,800 N  GARDNER                      ST,3
230406374,2023-03-14,2023-03-13,730,Hollenbeck,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),32.0,F,H,Unknown,Invest Cont,4600    PAULA                        ST,7
230405058,2023-01-30,2023-01-04,1200,Hollenbeck,BRANDISH WEAPON,14.0,M,H,HAND GUN,Juv Arrest,500 S  CLARENCE                     ST,12
222017330,2022-09-27,2022-02-28,1,Olympic,BATTERY - SIMPLE ASSAULT,29.0,F,A,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,3000 W  6TH                          ST,0
230504182,2023-01-05,2023-01-04,1600,Harbor,BURGLARY,69.0,M,W,Unknown,Invest Cont,800    PIONEER                      AV,16
220311898,2022-06-07,2022-06-07,1200,Southwest,CRIMINAL THREATS - NO WEAPON DISPLAYED,42.0,F,H,VERBAL THREAT,Invest Cont,1100 W  42ND                         ST,12
230710656,2023-06-07,2023-06-07,1230,Wilshire,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",89.0,F,W,Unknown,Invest Cont,6100    WILSHIRE                     BL,12
231504253,2023-01-07,2023-01-06,400,N Hollywood,BURGLARY,63.0,M,H,Unknown,Invest Cont,5600    KLUMP                        AV,4
220221109,2022-12-03,2022-12-03,1955,Rampart,INTIMATE PARTNER - AGGRAVATED ASSAULT,62.0,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,800 S  CARONDELET                   ST,19
232011209,2023-06-06,2023-06-05,2330,Olympic,INTIMATE PARTNER - SIMPLE ASSAULT,59.0,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,100 S  CATALINA                     ST,23
220321938,2022-12-15,2022-12-15,2245,Southwest,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",34.0,F,B,Unknown,Invest Cont,1600 W  ADAMS                        BL,22
221712024,2022-08-05,2022-08-05,1700,Devonshire,INTIMATE PARTNER - SIMPLE ASSAULT,26.0,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,9400    RESEDA                       BL,17
231007177,2023-03-22,2023-02-10,1800,West Valley,BURGLARY FROM VEHICLE,31.0,M,H,Unknown,Invest Cont,16000    GAULT                        ST,18
230107135,2023-02-16,2023-02-15,1950,Central,BURGLARY FROM VEHICLE,25.0,M,H,Unknown,Invest Cont,4TH,19
230907756,2023-04-05,2023-04-04,2300,Van Nuys,INTIMATE PARTNER - SIMPLE ASSAULT,27.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,14600    WYANDOTTE                    ST,23
231606737,2023-03-29,2023-03-22,2100,Foothill,VIOLATION OF RESTRAINING ORDER,44.0,F,O,Unknown,Invest Cont,8800    ONEIDA                       AV,21
231400799,2023-04-27,2023-04-27,1515,Pacific,ROBBERY,14.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Juv Arrest,11300    NATIONAL                     BL,15
232010962,2023-06-01,2023-05-27,2330,Olympic,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",32.0,F,F,Unknown,Invest Cont,3400 W  6TH                          ST,23
230312406,2023-06-18,2023-06-18,1745,Southwest,CRIMINAL THREATS - NO WEAPON DISPLAYED,37.0,M,B,HAND GUN,Invest Cont,4000    ABOURNE                      RD,17
220412288,2022-08-20,2022-08-20,1130,Hollenbeck,VIOLATION OF COURT ORDER,44.0,F,H,Unknown,Invest Cont,3300    PORTOLA                      AV,11
231309998,2023-05-01,2023-04-29,300,Newton,BURGLARY FROM VEHICLE,23.0,M,H,Unknown,Invest Cont,3800 S  BROADWAY,3
231511633,2023-06-29,2023-06-29,145,N Hollywood,BURGLARY,42.0,M,H,Unknown,Invest Cont,7300    TUJUNGA                      AV,1
220118382,2022-08-16,2022-08-13,2120,Central,THEFT PLAIN - PETTY ($950 & UNDER),21.0,F,W,Unknown,Invest Cont,300 S  SPRING                       ST,21
220710997,2022-06-28,2022-06-27,430,Wilshire,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",32.0,M,B,Unknown,Invest Cont,700 N  SPAULDING                    AV,4
232006023,2023-01-16,2023-01-14,2300,Olympic,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",36.0,M,K,Unknown,Invest Cont,100 S  WESTERN                      AV,23
231910228,2023-06-06,2023-05-30,1200,Mission,CRIMINAL THREATS - NO WEAPON DISPLAYED,41.0,F,H,VERBAL THREAT,Invest Cont,9000    ORION                        AV,12
230204891,2023-01-21,2023-01-15,1940,Rampart,BATTERY - SIMPLE ASSAULT,54.0,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,3000 W  SUNSET                       BL,19
222018349,2022-09-22,2022-09-19,2316,Olympic,BURGLARY FROM VEHICLE,28.0,F,H,Unknown,Invest Cont,1700    MAGNOLIA                     AV,23
231504565,2023-01-16,2023-01-14,1830,N Hollywood,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),39.0,F,W,Unknown,Invest Cont,4300    TROOST                       AV,18
221711799,2022-07-30,2022-07-30,2215,Devonshire,THEFT PLAIN - PETTY ($950 & UNDER),30.0,F,H,Unknown,Invest Cont,8600    BALBOA                       BL,22
230311378,2023-05-24,2023-05-24,1900,Southwest,BRANDISH WEAPON,20.0,F,H,FOLDING KNIFE,Adult Arrest,1300 W  MARTIN LUTHER KING JR        BL,19
230204347,2023-01-04,2022-12-27,1701,Rampart,THEFT PLAIN - PETTY ($950 & UNDER),34.0,M,H,Unknown,Invest Cont,300 N  BEAUDRY                      AV,17
221811838,2022-06-01,2022-05-31,800,Southeast,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",55.0,M,H,Unknown,Invest Cont,9600    HICKORY                      ST,8
221710831,2022-06-11,2022-05-30,1646,Devonshire,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),31.0,X,X,Unknown,Invest Cont,9300    TAMPA                        AV,16
231904414,2023-01-11,2023-01-09,2100,Mission,BATTERY - SIMPLE ASSAULT,64.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,14800    ROSCOE                       BL,21
231407823,2023-04-02,2023-04-02,2100,Pacific,BATTERY - SIMPLE ASSAULT,27.0,M,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,00    WASHINGTON                   BL,21
221216119,2022-07-10,2022-07-10,1430,77th Street,BURGLARY FROM VEHICLE,30.0,F,B,Unknown,Invest Cont,900 W  79TH                         ST,14
230115049,2023-06-29,2023-05-31,1700,Central,BIKE - STOLEN,37.0,M,H,Unknown,Invest Cont,1300 S  FIGUEROA                     ST,17
220515068,2022-10-19,2022-10-19,1927,Harbor,THEFT PLAIN - PETTY ($950 & UNDER),67.0,M,W,Unknown,Invest Cont,1200 W  26TH                         ST,19
220315587,2022-08-23,2022-08-22,1900,Southwest,BATTERY - SIMPLE ASSAULT,32.0,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,3400    LA CIENEGA                   BL,19
231307494,2023-03-09,2023-03-09,700,Newton,BATTERY - SIMPLE ASSAULT,61.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,200 W  ADAMS                        BL,7
221611613,2022-08-20,2022-08-19,900,Foothill,BURGLARY,61.0,F,O,Unknown,Invest Cont,9800    AMANITA                      AV,9
221817100,2022-09-07,2022-09-07,1600,Southeast,BATTERY - SIMPLE ASSAULT,14.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,JUNIPER,16
231907545,2023-03-30,2023-03-01,1200,Mission,"BUNCO, GRAND THEFT",40.0,M,H,Unknown,Invest Cont,13400    OSBORNE                      ST,12
230706845,2023-03-07,2023-03-06,1315,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",39.0,F,O,VEHICLE,Invest Cont,8600 W  3RD                          ST,13
230810894,2023-06-15,2023-06-14,1030,West LA,BURGLARY FROM VEHICLE,33.0,F,O,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,11600    IOWA                         AV,10
231700601,2023-02-05,2023-02-05,300,Devonshire,BURGLARY,56.0,M,O,Unknown,Invest Cont,9700    MONOGRAM                     AV,3
231907349,2023-03-25,2023-03-25,2230,Mission,INTIMATE PARTNER - SIMPLE ASSAULT,36.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,13300    DEBELL                       ST,22
230905169,2023-02-02,2023-02-01,2100,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24.0,F,O,UNKNOWN TYPE CUTTING INSTRUMENT,Invest Cont,12600    RIVERSIDE                    DR,21
220617746,2022-10-15,2022-10-10,655,Hollywood,BIKE - STOLEN,42.0,M,O,Unknown,Invest Cont,6200    YUCCA                        ST,6
232104142,2023-01-05,2023-01-05,1420,Topanga,THEFT PLAIN - PETTY ($950 & UNDER),63.0,F,H,Unknown,Invest Cont,8800    ETON                         AV,14
230404729,2023-01-23,2023-01-21,810,Hollenbeck,BURGLARY FROM VEHICLE,26.0,F,H,Unknown,Invest Cont,AVENUE 21,8
230700654,2023-04-17,2023-04-15,1710,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",48.0,M,W,STICK,Adult Arrest,BURNSIDE,17
222012716,2022-07-25,2022-07-25,600,Olympic,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),53.0,M,H,Unknown,Invest Cont,1600    ORCHARD                      AV,6
231205194,2023-01-16,2023-01-16,1135,77th Street,BURGLARY FROM VEHICLE,63.0,F,B,Unknown,Invest Cont,600 W  82ND                         ST,11
221916406,2022-11-03,2022-11-02,2245,Mission,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",56.0,M,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,10100    STANWIN                      AV,22
222018996,2022-10-20,2022-10-19,2050,Olympic,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),31.0,X,W,Unknown,Invest Cont,900 S  WILTON                       PL,20
220914217,2022-09-24,2022-09-23,230,Van Nuys,BURGLARY FROM VEHICLE,28.0,M,H,Unknown,Invest Cont,15500    HART                         ST,2
230308074,2023-03-20,2023-03-20,2120,Southwest,FAILURE TO YIELD,22.0,X,X,Unknown,Invest Cont,MARTIN LUTHER KING JR        BL,21
221716187,2022-09-04,2022-09-03,2200,Devonshire,BURGLARY FROM VEHICLE,36.0,F,B,Unknown,Invest Cont,17800    LASSEN                       ST,22
231311995,2023-06-08,2023-06-07,1,Newton,THEFT OF IDENTITY,49.0,F,B,Unknown,Invest Cont,400 E  56TH                         ST,0
220315548,2022-08-23,2022-08-22,1315,Southwest,THEFT PLAIN - PETTY ($950 & UNDER),20.0,F,W,Unknown,Invest Cont,2900    RAYMOND                      AV,13
220218003,2022-10-04,2022-09-26,1830,Rampart,BIKE - STOLEN,42.0,F,W,Unknown,Invest Cont,800 N  LA FAYETTE PARK              PL,18
221110585,2022-06-19,2022-06-18,2120,Northeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",32.0,M,H,UNKNOWN WEAPON/OTHER WEAPON,Adult Arrest,5000    GENEVIEVE                    AV,21
222017253,2022-09-22,2022-09-22,1713,Olympic,VIOLATION OF RESTRAINING ORDER,11.0,M,H,Unknown,Adult Other,600 N  KINGSLEY                     DR,17
222110608,2022-06-14,2022-06-13,300,Topanga,THEFT OF IDENTITY,30.0,M,H,Unknown,Invest Cont,6200    CANOGA                       AV,3
230911282,2023-07-01,2023-06-29,1500,Van Nuys,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),46.0,M,W,Unknown,Invest Cont,4500    MURIETTA                     AV,15
231207559,2023-02-25,2023-02-20,1300,77th Street,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",40.0,M,H,Unknown,Invest Cont,400 E  83RD                         ST,13
231509399,2023-05-03,2023-04-24,1527,N Hollywood,THEFT PLAIN - PETTY ($950 & UNDER),37.0,F,H,Unknown,Invest Cont,11800    KITTRIDGE                    ST,15
231304315,2023-01-05,2023-01-05,1800,Newton,INTIMATE PARTNER - SIMPLE ASSAULT,46.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,900 E  22ND                         ST,18
231704768,2023-01-12,2022-12-01,600,Devonshire,THEFT OF IDENTITY,37.0,F,H,Unknown,Invest Cont,9500    RESEDA                       BL,6
221110747,2022-06-24,2022-06-21,900,Northeast,INTIMATE PARTNER - AGGRAVATED ASSAULT,25.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1400    COLORADO                     BL,9
230808041,2023-04-05,2023-04-04,1600,West LA,VANDALISM - MISDEAMEANOR ($399 OR UNDER),76.0,F,O,Unknown,Invest Cont,11900    IDAHO                        AV,16
221513304,2022-08-02,2021-04-28,1145,N Hollywood,THEFT OF IDENTITY,43.0,F,W,Unknown,Invest Cont,4900    BILOXI                       AV,11
221017882,2022-12-15,2022-12-15,1430,West Valley,INTIMATE PARTNER - SIMPLE ASSAULT,38.0,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,SHERMAN                      WY,14
232006715,2023-03-06,2023-03-06,2115,Olympic,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",37.0,F,H,Unknown,Adult Arrest,1700 S  HARVARD                      BL,21
231700506,2023-01-03,2023-01-03,1350,Devonshire,BURGLARY,68.0,M,W,Unknown,Invest Cont,17700    TUSCAN                       DR,13
231209570,2023-04-04,2023-04-03,1700,77th Street,BURGLARY FROM VEHICLE,23.0,F,B,Unknown,Invest Cont,4800 S  GRAMERCY                     PL,17
230610627,2023-06-02,2023-03-18,1400,Hollywood,BIKE - STOLEN,26.0,F,H,Unknown,Invest Cont,1300 N  CAHUENGA                     BL,14
231304231,2023-01-04,2023-01-04,1001,Newton,BURGLARY FROM VEHICLE,61.0,M,H,Unknown,Invest Cont,35TH                         ST,10
220613148,2022-07-14,2022-07-11,1700,Hollywood,THEFT OF IDENTITY,29.0,M,H,Unknown,Invest Cont,1000    WILCOX                       AV,17
231707151,2023-03-21,2023-02-27,1205,Devonshire,SHOPLIFTING - PETTY THEFT ($950 & UNDER),28.0,F,B,Unknown,Invest Cont,11100    BALBOA                       BL,12
221322529,2022-12-17,2022-12-16,2145,Newton,ATTEMPTED ROBBERY,17.0,M,H,SEMI-AUTOMATIC PISTOL,Invest Cont,GAGE,21
221017615,2022-12-12,2022-12-12,1908,West Valley,BURGLARY,26.0,M,H,Unknown,Invest Cont,6600    WHITE OAK                    AV,19
231108710,2023-05-07,2023-05-07,1145,Northeast,BURGLARY FROM VEHICLE,27.0,F,W,Unknown,Invest Cont,4900    GRIFFITH PARK                DR,11
230811536,2023-07-01,2023-07-01,1140,West LA,BURGLARY FROM VEHICLE,54.0,M,A,Unknown,Invest Cont,GREENFIELD,11
230704871,2023-01-20,2023-01-10,2005,Wilshire,THEFT PLAIN - PETTY ($950 & UNDER),38.0,M,W,Unknown,Invest Cont,2200 S  PALM GROVE                   AV,20
220415806,2022-11-29,2022-11-28,2130,Hollenbeck,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),24.0,F,H,Unknown,Invest Cont,MALLORY                      ST,21
230305063,2023-01-22,2023-01-21,1000,Southwest,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),35.0,M,W,Unknown,Invest Cont,3700    3RD                          AV,10
231508353,2023-04-15,2023-04-13,2200,N Hollywood,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),32.0,M,B,Unknown,Adult Arrest,3800    MOUND VIEW                   AV,22
221117769,2022-12-23,2022-12-19,1420,Northeast,BURGLARY,37.0,M,W,Unknown,Invest Cont,2800    LOS FELIZ                    PL,14
221918559,2022-12-30,2022-12-14,200,Mission,BATTERY - SIMPLE ASSAULT,59.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,14700    RAYEN                        ST,2
221220388,2022-09-26,2022-09-26,1450,77th Street,THEFT PLAIN - PETTY ($950 & UNDER),55.0,F,B,Unknown,Adult Other,1200 W  83RD                         ST,14
230507625,2023-04-10,2023-04-10,1200,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,24.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,19300    PACIFIC GATEWAY              DR,12
230608839,2023-04-23,2023-04-22,2200,Hollywood,INTIMATE PARTNER - SIMPLE ASSAULT,42.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,900    WILCOX                       AV,22
232004546,2023-01-15,2023-01-15,1445,Olympic,BATTERY - SIMPLE ASSAULT,43.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,WILSHIRE,14
231812476,2023-06-23,2023-06-23,2100,Southeast,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",58.0,F,H,Unknown,Invest Cont,10800    WEIGAND                      AV,21
220318072,2022-10-07,2022-10-06,2200,Southwest,VANDALISM - MISDEAMEANOR ($399 OR UNDER),55.0,F,B,Unknown,Invest Cont,2200 W  31ST                         ST,22
